# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|56|021|0001|88101|1|7|105|117|19981110|00:00|4.0||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981113|00:00|3.1||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981116|00:00|4.6||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981119|00:00|5.5||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981122|00:00|3.2||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981125|00:00|2.5||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981128|00:00|7.3||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981201|00:00|2.9||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981204|00:00|6.6||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981207|00:00||AO|3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981210|00:00|8.3||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981213|00:00|7.3||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981216|00:00|4.4||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981219|00:00|3.5||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981222|00:00||AF|3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981225|00:00|4.0||3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981228|00:00||AN|3|||||||||||||
RD|I|56|021|0001|88101|1|7|105|117|19981231|00:00||AN|3|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981014|00:00|7.7||6|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981020|00:00|9.3||6|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981026|00:00|13.0||6|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981101|00:00|12.8||6|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981107|00:00|11.4||3|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981113|00:00|20.7||6|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981119|00:00|15.1||6|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981125|00:00|17.3||6|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981201|00:00|8.7||6|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981207|00:00||AO|6|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981213|00:00|18.5||3|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981216|00:00|11.3||3|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981219|00:00|4.1||3|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981222|00:00|25.7||3|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981225|00:00|6.6||3|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981228|00:00|3.9||3|||||||||||||
RD|I|56|033|0001|88101|1|7|105|117|19981231|00:00|36.8||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981014|00:00|9.5||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981017|00:00|5.5||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981020|00:00|11.1||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981023|00:00|12.7||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981026|00:00|13.3||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981029|00:00|6.5||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981101|00:00|15.5||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981104|00:00|5.5||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981107|00:00|9.3||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981110|00:00|12.0||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981113|00:00|22.0||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981116|00:00|19.5||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981119|00:00|17.1||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981122|00:00|9.3||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981125|00:00|16.9||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981128|00:00|11.3||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981201|00:00|7.6||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981204|00:00|8.3||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981207|00:00|21.1||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981210|00:00|22.3||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981213|00:00|20.4||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981216|00:00|11.8||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981219|00:00|2.9||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981222|00:00||AN|3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981225|00:00|7.8||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981228|00:00|4.5||3|||||||||||||
RD|I|56|033|0002|88101|1|7|105|117|19981231|00:00|36.8||3|||||||||||||
# 639 records were written
